job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
939,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,logistics wire wire experience immediate,logistics immediate immediate immediate salary,wire immediate logistics wire immediate,0,1,0,Contract,Not Applicable,High School,Staffing,Admin,1
940,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience immediate management experience management,salary experience salary experience experience,management experience immediate logistics logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
941,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management experience salary experience management,experience logistics salary management salary,management salary experience experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
942,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary management experience management,logistics salary salary salary management,logistics experience salary salary logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
943,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience logistics salary salary experience,experience salary experience management experience,salary experience logistics experience salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
944,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management experience immediate salary,salary management salary salary experience,salary experience management immediate salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
945,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience experience experience experience,logistics management salary experience experience,experience salary salary management experience,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
946,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate wire wire immediate immediate,wire salary salary salary wire,wire experience salary wire wire,1,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
947,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire immediate wire immediate immediate,immediate immediate wire immediate immediate,salary salary wire immediate immediate,1,1,0,Contract,Not Applicable,High School,Staffing,Admin,1
948,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience experience salary,experience salary wire logistics experience,salary salary management salary salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
949,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience experience management experience,experience immediate experience immediate experience,management immediate experience management experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
950,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management salary salary experience experience,experience experience experience experience salary,experience experience experience experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
951,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience immediate experience experience management,experience experience immediate experience logistics,salary experience experience experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
952,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management experience salary logistics salary,management management experience logistics salary,salary salary immediate experience logistics,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
953,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,salary wire experience wire immediate,wire immediate wire wire wire,immediate wire immediate immediate wire,0,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
954,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management experience experience immediate salary,experience experience management salary salary,experience experience experience salary experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
955,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,wire salary experience salary salary,experience experience immediate salary management,experience experience management logistics logistics,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
956,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience immediate experience salary management,experience experience salary management logistics,salary management management immediate salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
957,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management experience management salary salary,salary experience experience experience immediate,experience experience salary experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
958,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate experience immediate wire wire,immediate wire immediate wire immediate,salary logistics management wire wire,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
959,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire immediate wire logistics wire,immediate salary wire wire immediate,salary wire wire wire wire,1,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
960,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience salary salary salary,salary immediate logistics experience experience,management wire experience experience management,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
961,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate wire wire wire experience,wire logistics immediate wire wire,immediate immediate wire wire immediate,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
962,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics experience experience management experience,salary experience salary salary experience,salary salary salary experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
963,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary management salary immediate management,salary logistics salary salary salary,experience logistics management salary salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
964,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience wire management logistics,experience experience salary management experience,experience experience salary experience management,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
965,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience logistics management,experience management experience immediate salary,salary experience salary salary experience,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
966,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics logistics management immediate experience,salary logistics salary experience experience,salary experience logistics experience logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
967,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics experience immediate salary experience,experience experience immediate experience management,management logistics experience experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
968,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience experience salary salary,salary management wire salary management,immediate experience salary salary experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
969,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary management salary experience,salary salary logistics management salary,experience experience management experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
970,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience wire experience salary experience,logistics immediate logistics wire experience,experience salary management management management,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
971,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics salary management experience immediate,salary salary experience management salary,immediate experience logistics salary management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
972,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary management management management,management salary management experience experience,logistics management salary management management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
